"X.1" "X.2" "X.3" "X.4" "X.5" "X.6" "X.7" "X.8" "X.9" "X.10" "X.11" "X.12" "X.13" "X.14" "X.15" "X.16" "X.17" "X.18" "X.19" "X.20" "X.21" "X.22" "X.23" "X.24" "X.25" "X.26" "X.27" "X.28" "X.29" "X.30" "X.31" "X.32" "X.33" "X.34" "X.35" "X.36" "X.37" "X.38" "X.39" "X.40" "X.41" "X.42" "X.43" "X.44" "X.45" "X.46" "X.47" "X.48" "X.49" "X.50" "X.51" "X.52" "X.53" "X.54" "X.55" "X.56" "X.57" "X.58" "X.59" "X.60" "X.61" "X.62" "X.63" "X.64" "X.65" "X.66" "X.67" "X.68" "X.69" "X.70" "X.71" "X.72" "X.73" "X.74" "X.75" "X.76" "X.77" "X.78" "X.79" "X.80" "X.81" "X.82" "X.83" "X.84" "X.85" "X.86" "X.87" "X.88" "X.89" "X.90" "X.91" "X.92" "X.93" "X.94" "X.95" "X.96" "X.97" "X.98" "X.99" "X.100" "X.101" "X.102" "X.103" "X.104" "X.105" "X.106" "X.107" "X.108" "X.109" "X.110" "X.111" "X.112" "X.113" "X.114" "X.115" "X.116" "X.117" "X.118" "X.119" "X.120" "X.121" "X.122" "X.123" "X.124" "X.125" "X.126" "X.127" "X.128" "X.129" "X.130" "X.131" "X.132" "X.133" "X.134" "X.135" "X.136" "X.137" "X.138" "X.139" "X.140" "X.141" "X.142" "X.143" "X.144" "X.145" "X.146" "X.147" "X.148" "X.149" "X.150" "X.151" "X.152" "X.153" "X.154" "X.155" "X.156" "X.157" "X.158" "X.159" "X.160" "X.161" "X.162" "X.163" "X.164" "X.165" "X.166" "X.167" "X.168" "X.169" "X.170" "X.171" "X.172" "X.173" "X.174" "X.175" "X.176" "X.177" "X.178" "X.179" "X.180" "X.181" "X.182" "X.183" "X.184" "X.185" "X.186" "X.187" "X.188" "X.189" "X.190" "X.191" "X.192" "X.193" "X.194" "X.195" "X.196" "X.197" "X.198" "X.199" "X.200" "X.201" "X.202" "X.203" "X.204" "X.205" "X.206" "X.207" "X.208" "X.209" "X.210" "X.211" "X.212" "X.213" "X.214" "X.215" "X.216" "X.217" "X.218" "X.219" "X.220" "X.221" "X.222" "X.223" "X.224" "X.225" "X.226" "X.227" "X.228" "X.229" "X.230" "X.231" "X.232" "X.233" "X.234" "X.235" "X.236" "X.237" "X.238" "X.239" "X.240" "X.241" "X.242" "X.243" "X.244" "X.245" "X.246" "X.247" "X.248" "X.249" "X.250" "X.251" "X.252" "X.253" "X.254" "X.255" "X.256" "X.257" "X.258" "X.259" "X.260" "X.261" "X.262" "X.263" "X.264" "X.265" "X.266" "X.267" "X.268" "y" "train"
3.0746 3.0711 3.0558 3.0192 2.9568 2.8833 2.8205 2.7768 2.7589 2.775 2.8203 2.8816 2.9493 3.0154 3.0726 3.1094 3.1288 3.1303 3.1055 3.0382 2.9102 2.7242 2.5214 2.3287 2.1458 1.9834 1.8208 1.6171 1.4286 1.3077 1.2602 1.2626 1.2967 1.3566 1.4238 1.4769 1.5257 1.589 1.6563 1.7041 1.7305 1.7568 1.7946 1.8418 1.897 1.9662 2.0552 2.1625 2.2948 2.4626 2.6179 2.6627 2.636 2.6575 2.7661 2.9521 3.1553 3.2392 3.1935 3.1477 3.1508 3.1712 3.1961 3.2419 3.305 3.3429 3.2938 3.2298 3.0378 2.6185 2.2854 2.1044 2.024 1.9951 1.9933 2.0104 2.044 2.0921 2.1526 2.2233 2.3021 2.3863 2.474 2.5633 2.6488 2.7272 2.7981 2.8598 2.909 2.9529 2.9931 3.0149 3.0181 3.0126 3.0056 2.9953 2.9766 2.9517 2.9254 2.8992 2.8741 2.8523 2.8323 2.8121 2.7947 2.7805 2.7676 2.7577 2.75 2.7426 2.7365 2.7309 2.7244 2.7173 2.7095 2.6996 2.6872 2.6718 2.6539 2.6334 2.6092 2.5814 2.5517 2.5241 2.4982 2.4675 2.429 2.3794 2.3183 2.2488 2.175 2.1011 2.0294 1.9633 1.9056 1.8538 1.7998 1.7365 1.6684 1.6055 1.5533 1.5124 1.4752 1.4227 1.3482 1.2646 1.1858 1.1251 1.0852 1.0557 1.0244 .98823 .95952 .94921 .93794 .90393 .856 .81364 .78308 .76268 .74671 .71386 .6561 .59671 .55089 .5173 .49152 .47101 .45434 .44055 .42903 .41939 .41135 .40469 .39919 .39464 .39084 .38774 .38535 .38371 .38288 .38285 .38342 .38433 .38557 .38734 .38988 .39327 .39733 .40189 .40679 .41177 .4167 .42159 .42648 .4314 .43621 .44068 .4447 .44832 .45147 .45434 .45758 .46191 .46804 .47619 .48619 .49772 .51045 .52451 .54025 .55765 .57616 .59477 .61227 .62806 .64226 .65512 .66749 .68032 .69289 .70295 .70896 .71263 .719 .73396 .76282 .80582 .8509 .8772 .86934 .82849 .77357 .72534 .68957 .6603 .63178 .60333 .57667 .55214 .52904 .50775 .48873 .47255 .46103 .45514 .45342 .4532 .45068 .44162 .42647 .40958 .39302 .37705 .3625 .35031 .34071 .33356 .32863 .32534 .32278 .32057 .31898 .31811 .31772 .31766 .31776 .31783 20.53 1
3.0976 3.0879 3.0495 2.9689 2.8596 2.745 2.6422 2.5664 2.5281 2.5253 2.5507 2.5977 2.6576 2.7245 2.7912 2.8443 2.874 2.8671 2.8133 2.708 2.5546 2.3691 2.1863 2.0267 1.886 1.7675 1.6517 1.5003 1.3539 1.2628 1.2337 1.2436 1.278 1.3348 1.4007 1.4594 1.517 1.5825 1.6482 1.6996 1.7325 1.7586 1.7904 1.8362 1.8977 1.9692 2.0474 2.1428 2.2747 2.4461 2.6112 2.6944 2.7136 2.753 2.8446 2.9906 3.1562 3.2277 3.1899 3.1692 3.2059 3.2361 3.2399 3.269 3.3221 3.3364 3.272 3.187 2.9214 2.4951 2.1881 2.0269 1.9571 1.9334 1.9351 1.9548 1.9897 2.0386 2.0996 2.1699 2.2465 2.3285 2.4143 2.5017 2.5875 2.6663 2.7365 2.7995 2.8548 2.9015 2.9323 2.9468 2.9559 2.9588 2.9513 2.9351 2.9107 2.8842 2.8594 2.8322 2.8037 2.7749 2.749 2.7292 2.711 2.6944 2.6807 2.6695 2.6619 2.6552 2.6484 2.644 2.6373 2.6249 2.612 2.5989 2.5834 2.5647 2.5424 2.5169 2.4879 2.4554 2.4223 2.3917 2.3602 2.3235 2.2807 2.2286 2.1662 2.0966 2.024 1.9533 1.8872 1.8282 1.7772 1.7312 1.6834 1.6268 1.5649 1.5085 1.4656 1.4377 1.4155 1.3752 1.3067 1.224 1.1451 1.0872 1.0534 1.0303 1.0026 .96868 .94273 .93266 .9192 .88475 .83747 .79363 .76018 .73765 .72096 .6894 .63452 .57781 .5341 .50244 .47847 .45951 .44415 .43153 .42108 .41237 .40514 .39914 .39421 .39017 .38687 .3842 .38216 .38084 .38027 .38041 .38113 .38222 .38369 .38572 .38842 .39188 .39602 .40067 .40568 .41087 .41605 .42114 .42612 .43096 .43557 .43989 .44386 .44748 .45083 .45412 .4578 .46249 .46892 .47743 .48785 .49974 .51273 .52694 .54292 .56088 .58045 .60045 .61945 .63687 .6532 .66943 .68671 .70544 .72366 .73794 .74653 .7515 .75792 .77127 .79547 .82922 .86165 .87587 .86028 .81731 .76362 .71681 .68198 .65354 .62557 .59743 .57107 .54734 .526 .50677 .48928 .47424 .46368 .45822 .45589 .45411 .44951 .43848 .42228 .40541 .38958 .3748 .3616 .35054 .3418 .33529 .33076 .32771 .32534 .32337 .32206 .32138 .32108 .32103 .32111 .32126 20.35 1
3.1277 3.0977 3.0221 2.9047 2.7453 2.5833 2.4489 2.3473 2.284 2.2571 2.2566 2.2756 2.3092 2.3529 2.3998 2.4368 2.4522 2.4362 2.3809 2.2845 2.1555 2.008 1.8662 1.7471 1.6481 1.5687 1.4937 1.3916 1.2888 1.2285 1.2176 1.2347 1.2696 1.3237 1.3886 1.453 1.5189 1.5866 1.651 1.7063 1.7452 1.7703 1.7961 1.8408 1.9086 1.9821 2.0499 2.1347 2.2665 2.442 2.6168 2.7362 2.7973 2.8514 2.9273 3.0351 3.1604 3.2297 3.216 3.2139 3.2634 3.2959 3.2868 3.2978 3.3372 3.3384 3.2604 3.1427 2.812 2.3913 2.1105 1.9681 1.9084 1.89 1.8943 1.9155 1.9521 2.0021 2.0632 2.1329 2.2091 2.2899 2.3744 2.4598 2.5429 2.6226 2.6942 2.7563 2.8119 2.8556 2.8827 2.8975 2.9045 2.9029 2.8946 2.8775 2.8525 2.8263 2.7967 2.7643 2.7362 2.7105 2.6847 2.6603 2.639 2.622 2.6078 2.5961 2.5877 2.5801 2.5718 2.5624 2.5522 2.5399 2.5249 2.5071 2.4847 2.4602 2.4344 2.4049 2.3716 2.3353 2.2988 2.2638 2.2278 2.1876 2.1414 2.0876 2.025 1.9561 1.8867 1.8212 1.7619 1.7094 1.664 1.6239 1.5823 1.5319 1.4759 1.4257 1.3911 1.3753 1.3674 1.3388 1.2753 1.1929 1.1136 1.0578 1.0291 1.0115 .98658 .95477 .93196 .92237 .90708 .87257 .82574 .78002 .74355 .71893 .70164 .67115 .6186 .56401 .52193 .49186 .4694 .45174 .43751 .42591 .41637 .40845 .40185 .39644 .39206 .38854 .38571 .38347 .38181 .38076 .38037 .38065 .38147 .38271 .38441 .38666 .3895 .39299 .39712 .40183 .40698 .41237 .41781 .42311 .42811 .43284 .43726 .44138 .44525 .44892 .45247 .45614 .46027 .46541 .47219 .48098 .49179 .50408 .5173 .53168 .54788 .56632 .58684 .60826 .62889 .64802 .66652 .68602 .70803 .73244 .7562 .7747 .78566 .79169 .79815 .80994 .82956 .85433 .8747 .87784 .8555 .81078 .75811 .71244 .67829 .65039 .6228 .59479 .56866 .54568 .52572 .50816 .492 .47799 .46828 .46305 .45996 .45664 .45011 .43723 .4199 .40289 .38778 .37413 .36207 .35197 .34396 .338 .3339 .33102 .32871 .3269 .3258 .32524 .32491 .32487 .32506 .32528 20.33 1
3.0918 3.0466 2.9207 2.739 2.5392 2.3508 2.1906 2.0666 1.9808 1.9248 1.8893 1.8702 1.8661 1.8745 1.8871 1.891 1.8823 1.8624 1.825 1.7652 1.687 1.5956 1.5055 1.4333 1.3797 1.3394 1.303 1.2537 1.2039 1.1816 1.1914 1.216 1.2506 1.3015 1.3656 1.4366 1.5116 1.5809 1.6441 1.7041 1.7495 1.7738 1.7928 1.8364 1.9117 1.9871 2.0419 2.115 2.2454 2.423 2.6117 2.7705 2.873 2.9412 2.9896 3.0425 3.1227 3.1923 3.2092 3.2251 3.2827 3.3201 3.3075 3.3165 3.3438 3.308 3.2142 3.0562 2.6641 2.2656 2.0201 1.9002 1.8509 1.8373 1.8449 1.869 1.907 1.957 2.0181 2.0882 2.1637 2.2437 2.3263 2.4085 2.4904 2.5703 2.6433 2.7077 2.7621 2.8035 2.8295 2.8431 2.8464 2.8402 2.8257 2.803 2.7782 2.7507 2.719 2.6867 2.6563 2.6292 2.6034 2.5788 2.5563 2.5367 2.5225 2.5111 2.4998 2.4904 2.4808 2.4679 2.4524 2.4342 2.4129 2.3894 2.3633 2.3334 2.3012 2.2671 2.2301 2.1905 2.1504 2.1114 2.0698 2.0241 1.9748 1.9198 1.8581 1.7919 1.7263 1.6668 1.6155 1.5714 1.5328 1.4992 1.4649 1.4218 1.3721 1.3285 1.3031 1.3004 1.3078 1.2919 1.2348 1.1532 1.073 1.019 .99541 .98265 .95989 .93085 .91211 .90338 .88665 .8525 .8062 .75837 .71863 .69173 .67385 .64491 .59519 .54291 .50269 .47445 .45368 .43747 .42451 .41409 .40563 .39861 .39274 .38795 .38415 .38114 .37877 .37695 .37567 .37496 .37483 .37528 .37623 .37762 .37953 .38202 .38503 .38861 .39281 .39759 .40286 .40845 .41412 .41958 .42457 .4291 .43334 .43736 .44118 .44489 .4486 .45251 .45702 .46258 .46962 .47865 .4898 .50243 .51584 .5303 .54672 .56579 .58744 .61034 .63261 .65355 .67432 .69741 .72485 .75574 .7854 .8083 .82208 .82929 .83547 .84519 .85937 .87382 .88078 .87204 .84286 .79687 .74567 .70125 .66783 .64057 .61339 .58558 .5598 .53786 .5197 .50399 .48926 .4764 .46763 .4626 .45854 .45332 .4445 .42963 .41126 .39426 .37996 .3676 .35688 .34785 .3407 .33547 .33182 .32917 .32702 .32544 .32448 .32398 .32375 .32371 .32387 .32418 20.61 1
3.0511 2.9492 2.767 2.543 2.314 2.1043 1.9244 1.7806 1.6728 1.5876 1.5146 1.454 1.4083 1.3772 1.3519 1.323 1.2962 1.2816 1.2733 1.2599 1.2384 1.2072 1.1713 1.1458 1.1347 1.1285 1.1235 1.1233 1.1312 1.1507 1.1814 1.213 1.2468 1.294 1.3568 1.4336 1.5167 1.5866 1.6478 1.7121 1.7634 1.7852 1.7974 1.8405 1.9219 1.9965 2.0373 2.0988 2.2267 2.4053 2.6047 2.7982 2.9402 3.0209 3.0486 3.0591 3.1059 3.1737 3.2142 3.2575 3.3254 3.3521 3.3319 3.3394 3.3693 3.3062 3.1787 2.9508 2.5079 2.1412 1.9352 1.8399 1.8021 1.7939 1.8046 1.8306 1.87 1.9211 1.9823 2.0515 2.1261 2.203 2.2809 2.36 2.4389 2.517 2.5915 2.6556 2.7071 2.7459 2.7679 2.7764 2.7772 2.7682 2.7489 2.7212 2.6909 2.6625 2.6321 2.5996 2.5692 2.5402 2.5124 2.4873 2.4649 2.445 2.4286 2.4149 2.4021 2.3884 2.3743 2.3601 2.3426 2.3209 2.2959 2.2674 2.2349 2.1991 2.1617 2.1235 2.0835 2.041 1.9983 1.9551 1.9085 1.8586 1.8079 1.7541 1.695 1.6328 1.5731 1.5219 1.4803 1.4452 1.4148 1.3887 1.362 1.3267 1.284 1.2475 1.2315 1.2419 1.2645 1.2611 1.211 1.1312 1.0507 .99825 .9793 .97062 .94947 .92368 .90995 .90253 .88484 .85182 .8065 .75685 .71424 .68536 .66711 .64011 .59363 .54401 .50583 .47954 .4606 .44592 .4343 .4251 .41772 .41158 .40642 .40224 .39901 .39653 .39461 .39317 .39223 .39184 .39195 .39255 .39358 .39511 .39724 .39995 .40311 .40673 .41094 .4158 .42118 .42695 .43284 .43843 .44338 .44766 .45164 .45552 .45924 .4629 .46674 .47098 .47589 .48178 .48908 .49829 .50963 .52243 .53585 .55023 .56667 .58613 .60875 .63296 .65663 .67921 .70224 .72879 .76134 .79829 .83357 .86063 .87669 .88471 .89048 .89808 .90657 .91025 .90396 .88427 .84927 .80271 .75338 .71051 .67812 .6518 .62525 .59777 .57254 .55185 .53576 .52218 .50894 .49712 .48918 .48427 .47924 .47224 .46119 .4443 .42493 .408 .39457 .38344 .37397 .36608 .35985 .35525 .35203 .34964 .34766 .34627 .34554 .34516 .34491 .34483 .34503 .34539 20.76 1
3.129 3.1229 3.106 3.0659 3.002 2.9345 2.8884 2.8716 2.885 2.926 2.9908 3.0716 3.1508 3.2129 3.2603 3.2946 3.3168 3.3254 3.3066 3.2575 3.1723 3.0267 2.8334 2.6243 2.4256 2.2585 2.0801 1.8021 1.533 1.357 1.2803 1.2745 1.3124 1.3792 1.4523 1.51 1.5637 1.6342 1.7077 1.7549 1.7756 1.7983 1.8391 1.8907 1.9467 2.0178 2.1128 2.2278 2.368 2.5432 2.695 2.7111 2.6512 2.6514 2.7588 2.9724 3.2145 3.288 3.2019 3.1324 3.1299 3.142 3.1478 3.1923 3.2839 3.3525 3.3119 3.256 3.0089 2.495 2.1229 1.9288 1.8466 1.8204 1.8224 1.8424 1.8767 1.9233 1.9802 2.0457 2.1185 2.1972 2.2805 2.3649 2.4461 2.5205 2.5868 2.6468 2.7023 2.7521 2.7897 2.8155 2.8351 2.843 2.8371 2.8237 2.804 2.7778 2.7491 2.7196 2.6929 2.6706 2.6504 2.6333 2.6207 2.6118 2.605 2.6008 2.6003 2.6014 2.6011 2.6005 2.6019 2.6026 2.6025 2.5989 2.5901 2.5803 2.5684 2.5528 2.5337 2.5088 2.4826 2.4598 2.4384 2.4128 2.3773 2.3311 2.2756 2.2134 2.1476 2.0785 2.0082 1.9435 1.8889 1.841 1.7905 1.729 1.6605 1.5962 1.5423 1.5005 1.4623 1.4046 1.3205 1.2316 1.1594 1.1162 1.0958 1.0787 1.0485 1.0021 .96102 .94426 .9286 .88711 .83263 .78879 .76086 .74492 .73246 .69831 .6367 .5773 .53513 .50534 .48223 .46364 .44845 .43583 .42531 .41648 .40914 .40309 .39807 .39392 .39063 .38807 .38612 .38488 .38446 .38471 .38545 .38645 .38767 .38941 .39201 .39542 .39944 .4039 .40857 .41325 .41782 .42238 .42701 .43165 .43613 .44037 .44459 .44903 .45362 .45849 .46398 .4707 .4793 .48987 .50208 .51573 .53066 .54665 .56343 .5808 .59848 .616 .63258 .64752 .66063 .67203 .68165 .68898 .69299 .69325 .69177 .6928 .7006 .72012 .7583 .81613 .87718 .91353 .90594 .85713 .79214 .73706 .69849 .66836 .63885 .60873 .58004 .55306 .52715 .50318 .48184 .46406 .45244 .44846 .45017 .4541 .45516 .4475 .43175 .41375 .39618 .37922 .36387 .35116 .34129 .33421 .32964 .32687 .32479 .32286 .32144 .32074 .32051 .32054 .32064 .32069 0 1
3.0964 3.0869 3.0489 2.9725 2.8733 2.7773 2.7088 2.6715 2.6675 2.7012 2.769 2.8582 2.9501 3.0288 3.0921 3.1419 3.1747 3.1826 3.155 3.0688 2.9182 2.7241 2.5212 2.3328 2.1703 2.0474 1.9205 1.7001 1.4733 1.3275 1.2701 1.2722 1.3103 1.3736 1.4448 1.5081 1.5706 1.6431 1.7145 1.7654 1.7923 1.8144 1.8486 1.8979 1.9595 2.0319 2.115 2.2164 2.3541 2.5308 2.6912 2.7492 2.7357 2.7557 2.8492 3.014 3.1951 3.2561 3.1998 3.1649 3.1877 3.211 3.2139 3.2432 3.3172 3.3585 3.2852 3.2046 2.8877 2.3781 2.0354 1.8629 1.7924 1.7717 1.7769 1.7987 1.8337 1.8805 1.9371 2.0017 2.072 2.1468 2.2257 2.3067 2.386 2.4602 2.527 2.5889 2.6467 2.6945 2.73 2.7563 2.7715 2.7726 2.7635 2.7462 2.7206 2.6901 2.6597 2.6316 2.6054 2.5809 2.5608 2.5468 2.5347 2.5224 2.5142 2.5103 2.5081 2.5072 2.507 2.506 2.5043 2.5026 2.4993 2.4912 2.4795 2.4658 2.4485 2.4272 2.4036 2.3768 2.3491 2.324 2.2977 2.2666 2.2275 2.1788 2.1237 2.0638 1.9998 1.9347 1.8722 1.8153 1.7663 1.7243 1.6806 1.6261 1.5644 1.5074 1.4632 1.4356 1.4144 1.3698 1.2904 1.2014 1.1299 1.0907 1.077 1.0667 1.0399 .99586 .95778 .9415 .92377 .88218 .82858 .78334 .75258 .73456 .72132 .68834 .62987 .57354 .53361 .50581 .48455 .46747 .45356 .4422 .4328 .42486 .41824 .41288 .40849 .40489 .40207 .39993 .39838 .39741 .3972 .39767 .3985 .39959 .40107 .40307 .40577 .40924 .41332 .41777 .42248 .42737 .43223 .43692 .44151 .44601 .45028 .45436 .45854 .46307 .46792 .47312 .47905 .48625 .49518 .50595 .51841 .53236 .54745 .56346 .58036 .59813 .61667 .63552 .65365 .67028 .68553 .70021 .71477 .72801 .73756 .74215 .74364 .74634 .7544 .77248 .80611 .85429 .90172 .92504 .90904 .85798 .79468 .74155 .70426 .67521 .64635 .61652 .58823 .56222 .5381 .51616 .49639 .47996 .46959 .46611 .46721 .46961 .46846 .45862 .44174 .42376 .40699 .39138 .37753 .36598 .35695 .35057 .34646 .34384 .34182 .34008 .33889 .33835 .33817 .33815 .33826 .33836 0 1
3.0885 3.0449 2.9639 2.854 2.7228 2.5977 2.5038 2.4488 2.4331 2.4512 2.4977 2.5691 2.6511 2.7256 2.7926 2.8546 2.9004 2.9039 2.8486 2.7332 2.5703 2.3824 2.1988 2.0405 1.9159 1.8316 1.7464 1.5787 1.3941 1.2768 1.2367 1.246 1.2845 1.3451 1.4155 1.4844 1.555 1.6295 1.6997 1.754 1.786 1.8073 1.8358 1.8837 1.9511 2.0249 2.097 2.1879 2.3245 2.5029 2.6733 2.7658 2.7899 2.8238 2.8988 3.02 3.1623 3.2191 3.1744 3.1596 3.2074 3.2414 3.231 3.2448 3.3107 3.3333 3.2436 3.1314 2.7442 2.2526 1.9395 1.7861 1.7256 1.7099 1.7179 1.7415 1.7776 1.8245 1.8807 1.9438 2.0123 2.085 2.1607 2.2387 2.3155 2.3878 2.4555 2.5177 2.5717 2.6157 2.6503 2.6743 2.6839 2.6801 2.6676 2.6474 2.6213 2.591 2.5601 2.5305 2.5014 2.4785 2.4612 2.4435 2.428 2.4179 2.411 2.4063 2.404 2.4016 2.3988 2.3961 2.392 2.3857 2.3781 2.3681 2.3532 2.3346 2.3131 2.2893 2.2638 2.2353 2.2051 2.1746 2.1435 2.1091 2.067 2.0173 1.9634 1.906 1.8457 1.7856 1.7292 1.6787 1.636 1.6 1.5625 1.5139 1.4579 1.4073 1.372 1.3571 1.3506 1.3171 1.2418 1.1525 1.081 1.0444 1.0364 1.0316 1.0073 .96517 .93022 .91476 .89547 .85387 .80098 .75433 .72085 .7009 .68713 .6553 .59944 .5456 .50757 .4814 .46162 .44591 .43325 .42295 .4145 .40744 .40152 .39667 .39279 .38973 .38738 .38561 .38437 .38372 .38373 .38428 .38524 .38651 .38819 .39043 .39328 .39678 .40084 .40537 .41024 .41528 .4203 .42519 .42985 .43417 .43825 .44223 .44637 .45092 .45597 .46159 .46799 .47554 .48476 .49585 .50871 .52297 .53821 .55434 .57141 .58957 .60896 .629 .64848 .66667 .68401 .70178 .72075 .73944 .75411 .76241 .76636 .77049 .77886 .79569 .82503 .86452 .9001 .91207 .88891 .83612 .774 .72228 .68612 .65785 .6293 .59956 .57149 .54625 .52365 .50348 .4851 .46969 .46021 .45715 .45769 .45855 .45535 .44362 .42566 .40765 .39166 .37722 .36456 .35402 .34577 .33996 .33628 .33388 .33198 .33041 .32943 .329 .32883 .32877 .32886 .32905 0 1
3.0388 2.964 2.8371 2.6792 2.5155 2.3664 2.2494 2.1719 2.1357 2.1327 2.1537 2.1944 2.2444 2.2948 2.347 2.3982 2.4334 2.4308 2.3738 2.2652 2.1265 1.977 1.8351 1.7182 1.6358 1.5901 1.5462 1.4383 1.3074 1.2262 1.2066 1.2235 1.2619 1.319 1.3881 1.463 1.5423 1.6181 1.6858 1.744 1.7829 1.8029 1.8248 1.8716 1.945 2.0193 2.0781 2.1568 2.2918 2.4728 2.6551 2.7857 2.8538 2.9035 2.9553 3.0283 3.1276 3.1848 3.1737 3.1863 3.2523 3.282 3.2547 3.2658 3.3208 3.2996 3.1843 3.0286 2.5781 2.1137 1.836 1.7056 1.6565 1.646 1.6569 1.6823 1.7192 1.766 1.8211 1.8825 1.9487 2.0183 2.0904 2.1645 2.2392 2.3112 2.3777 2.4382 2.4904 2.5299 2.557 2.5735 2.5801 2.5758 2.5593 2.5347 2.5064 2.4769 2.4478 2.4184 2.3907 2.3674 2.3468 2.3287 2.3147 2.3033 2.2946 2.2898 2.2869 2.2835 2.2793 2.2741 2.2665 2.2567 2.2448 2.2286 2.2085 2.1861 2.1607 2.1333 2.104 2.0712 2.0373 2.0039 1.9684 1.9292 1.8852 1.8365 1.7841 1.7292 1.6734 1.6203 1.5724 1.5302 1.4946 1.4652 1.4349 1.3939 1.3447 1.301 1.2753 1.2743 1.2843 1.2638 1.1939 1.105 1.0335 .99992 .99777 .99815 .97608 .93691 .90664 .89252 .87204 .83116 .77921 .73097 .69464 .67269 .65845 .62821 .57557 .52469 .48888 .46466 .44672 .43259 .42132 .41231 .40497 .39883 .39368 .3895 .38622 .38371 .38184 .3805 .37964 .3793 .37954 .38024 .38129 .38271 .38462 .38707 .39006 .39359 .3977 .40229 .40726 .41251 .4178 .42284 .42738 .43145 .4353 .43911 .44315 .44774 .45301 .45903 .46594 .47398 .48345 .49465 .50769 .52221 .53761 .55366 .57068 .58918 .60946 .63088 .65178 .67143 .69087 .71204 .73613 .76087 .78107 .79353 .8001 .80559 .81417 .82934 .85351 .88273 .90472 .90457 .87427 .82011 .75976 .7098 .67494 .64777 .61982 .59026 .56254 .53837 .51771 .49962 .48273 .46855 .4602 .45748 .45716 .45629 .4508 .43697 .41802 .40014 .38502 .3719 .36061 .35123 .34394 .33889 .3357 .33349 .33164 .33027 .32953 .32919 .32904 .32901 .32914 .32942 0 1
3.0002 2.8613 2.6744 2.4784 2.2919 2.1244 1.9885 1.8944 1.8413 1.8143 1.8042 1.8094 1.8236 1.8423 1.865 1.8877 1.9031 1.8983 1.8587 1.7833 1.6889 1.5894 1.4936 1.4173 1.373 1.3581 1.3446 1.2902 1.216 1.1732 1.1736 1.1978 1.2361 1.2901 1.3583 1.4394 1.5275 1.6051 1.6717 1.7343 1.7789 1.7972 1.8128 1.8597 1.9401 2.0147 2.061 2.1299 2.2647 2.4476 2.641 2.8073 2.9097 2.9688 3.0055 3.0396 3.1029 3.1595 3.1711 3.2026 3.2765 3.3069 3.2757 3.2823 3.3229 3.2635 3.1349 2.9208 2.4173 1.9854 1.7423 1.6328 1.5934 1.5877 1.6014 1.6289 1.6669 1.7138 1.7686 1.8293 1.8937 1.961 2.0307 2.1015 2.1728 2.2432 2.3098 2.3694 2.4188 2.4549 2.4781 2.4889 2.4884 2.4787 2.4587 2.4312 2.4013 2.3707 2.3409 2.3125 2.286 2.2626 2.2419 2.2242 2.2101 2.1987 2.1893 2.1823 2.1765 2.1708 2.1648 2.1568 2.1458 2.1323 2.1161 2.096 2.0714 2.0426 2.0118 1.98 1.9461 1.9105 1.8744 1.8374 1.7976 1.7546 1.7089 1.6604 1.6105 1.5597 1.5092 1.4632 1.4237 1.3895 1.3606 1.3378 1.3147 1.2804 1.2369 1.1993 1.1827 1.1948 1.2205 1.2123 1.1476 1.0587 .9865 .95502 .95783 .96207 .94101 .90488 .87988 .86751 .84623 .80619 .75495 .70481 .66555 .64164 .62703 .59846 .54879 .5004 .46644 .44396 .42771 .41509 .40514 .39727 .39092 .38562 .38121 .37766 .37495 .37294 .3715 .37057 .37015 .37021 .37067 .37147 .37258 .37413 .37633 .37911 .38228 .38585 .38995 .39462 .3998 .40529 .4108 .41594 .42045 .42442 .42816 .43189 .43585 .44045 .44597 .45244 .45985 .46824 .47791 .48935 .50277 .51763 .53319 .54926 .56626 .58507 .60633 .62914 .65159 .67293 .69451 .71911 .74823 .77883 .80446 .82084 .82958 .83609 .84474 .85837 .87761 .8971 .90654 .89527 .85855 .80331 .74448 .696 .66216 .63579 .60827 .57881 .55126 .52801 .50917 .49291 .47728 .46412 .4567 .45433 .45322 .45067 .44304 .42718 .40722 .38938 .37502 .36305 .35302 .34477 .33835 .33393 .33113 .32915 .32757 .32646 .32581 .32546 .32531 .32541 .32572 .3261 0 1
